...1	file_name	total_RNAs	time	rep	condition
90	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_4.npz	30	72hpi	rep1	MKRN1KO HIV
91	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_5.npz	5628	72hpi	rep1	MKRN1KO HIV
92	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_6.npz	5592	72hpi	rep1	MKRN1KO HIV
93	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_7.npz	2408	72hpi	rep1	MKRN1KO HIV
94	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_8.npz	984	72hpi	rep1	MKRN1KO HIV
95	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_9.npz	419	72hpi	rep1	MKRN1KO HIV
96	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_10.npz	4517	72hpi	rep1	MKRN1KO HIV
97	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_11.npz	86	72hpi	rep1	MKRN1KO HIV
98	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_12.npz	77	72hpi	rep1	MKRN1KO HIV
99	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_13.npz	111	72hpi	rep1	MKRN1KO HIV
100	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_14.npz	47	72hpi	rep1	MKRN1KO HIV
101	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_15.npz	1787	72hpi	rep1	MKRN1KO HIV
102	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_16.npz	669	72hpi	rep1	MKRN1KO HIV
103	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_17.npz	89	72hpi	rep1	MKRN1KO HIV
104	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_18.npz	1248	72hpi	rep1	MKRN1KO HIV
105	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_19.npz	2118	72hpi	rep1	MKRN1KO HIV
106	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_20.npz	172	72hpi	rep1	MKRN1KO HIV
107	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_21.npz	13	72hpi	rep1	MKRN1KO HIV
108	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_22.npz	10562	72hpi	rep1	MKRN1KO HIV
109	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_23.npz	111	72hpi	rep1	MKRN1KO HIV
110	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_24.npz	358	72hpi	rep1	MKRN1KO HIV
111	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_25.npz	165	72hpi	rep1	MKRN1KO HIV
112	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_26.npz	12	72hpi	rep1	MKRN1KO HIV
113	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_27.npz	10	72hpi	rep1	MKRN1KO HIV
114	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_28.npz	21	72hpi	rep1	MKRN1KO HIV
115	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_29.npz	19	72hpi	rep1	MKRN1KO HIV
116	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_30.npz	14	72hpi	rep1	MKRN1KO HIV
117	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_31.npz	16	72hpi	rep1	MKRN1KO HIV
118	20221123_221123_smFISH_72hpi_MKRN1KO_HIV_001_results_results_cell_32.npz	5	72hpi	rep1	MKRN1KO HIV
119	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_0.npz	4	72hpi	rep2	MKRN1KO HIV
120	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_1.npz	66	72hpi	rep2	MKRN1KO HIV
121	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_2.npz	14	72hpi	rep2	MKRN1KO HIV
122	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_3.npz	0	72hpi	rep2	MKRN1KO HIV
123	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_4.npz	6	72hpi	rep2	MKRN1KO HIV
124	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_5.npz	33	72hpi	rep2	MKRN1KO HIV
125	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_6.npz	0	72hpi	rep2	MKRN1KO HIV
126	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_7.npz	3	72hpi	rep2	MKRN1KO HIV
127	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_8.npz	2	72hpi	rep2	MKRN1KO HIV
128	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_9.npz	0	72hpi	rep2	MKRN1KO HIV
129	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_10.npz	5	72hpi	rep2	MKRN1KO HIV
130	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_11.npz	0	72hpi	rep2	MKRN1KO HIV
131	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_12.npz	1	72hpi	rep2	MKRN1KO HIV
132	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_13.npz	1	72hpi	rep2	MKRN1KO HIV
133	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_14.npz	795	72hpi	rep2	MKRN1KO HIV
134	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_15.npz	589	72hpi	rep2	MKRN1KO HIV
135	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_16.npz	10	72hpi	rep2	MKRN1KO HIV
136	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_17.npz	15	72hpi	rep2	MKRN1KO HIV
137	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_18.npz	6	72hpi	rep2	MKRN1KO HIV
138	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_19.npz	180	72hpi	rep2	MKRN1KO HIV
139	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_20.npz	3072	72hpi	rep2	MKRN1KO HIV
140	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_21.npz	721	72hpi	rep2	MKRN1KO HIV
141	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_22.npz	613	72hpi	rep2	MKRN1KO HIV
142	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_23.npz	18	72hpi	rep2	MKRN1KO HIV
143	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_24.npz	666	72hpi	rep2	MKRN1KO HIV
144	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_25.npz	12	72hpi	rep2	MKRN1KO HIV
145	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_26.npz	64	72hpi	rep2	MKRN1KO HIV
146	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_27.npz	80	72hpi	rep2	MKRN1KO HIV
147	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_28.npz	82	72hpi	rep2	MKRN1KO HIV
148	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_29.npz	143	72hpi	rep2	MKRN1KO HIV
149	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_30.npz	207	72hpi	rep2	MKRN1KO HIV
150	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_31.npz	16	72hpi	rep2	MKRN1KO HIV
151	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_32.npz	27	72hpi	rep2	MKRN1KO HIV
152	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_33.npz	38	72hpi	rep2	MKRN1KO HIV
153	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_34.npz	48	72hpi	rep2	MKRN1KO HIV
154	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_35.npz	817	72hpi	rep2	MKRN1KO HIV
155	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_36.npz	0	72hpi	rep2	MKRN1KO HIV
156	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_37.npz	29	72hpi	rep2	MKRN1KO HIV
157	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_38.npz	37	72hpi	rep2	MKRN1KO HIV
158	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_39.npz	0	72hpi	rep2	MKRN1KO HIV
159	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_40.npz	0	72hpi	rep2	MKRN1KO HIV
160	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_41.npz	0	72hpi	rep2	MKRN1KO HIV
161	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_42.npz	0	72hpi	rep2	MKRN1KO HIV
162	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_43.npz	719	72hpi	rep2	MKRN1KO HIV
163	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_44.npz	687	72hpi	rep2	MKRN1KO HIV
164	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_45.npz	778	72hpi	rep2	MKRN1KO HIV
165	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_46.npz	0	72hpi	rep2	MKRN1KO HIV
166	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_47.npz	558	72hpi	rep2	MKRN1KO HIV
167	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_48.npz	0	72hpi	rep2	MKRN1KO HIV
168	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_49.npz	8	72hpi	rep2	MKRN1KO HIV
169	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_004_results_results_cell_50.npz	244	72hpi	rep2	MKRN1KO HIV
170	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_0.npz	1	72hpi	rep2	WT Mock
171	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_1.npz	1	72hpi	rep2	WT Mock
172	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_2.npz	0	72hpi	rep2	WT Mock
173	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_3.npz	0	72hpi	rep2	WT Mock
174	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_4.npz	0	72hpi	rep2	WT Mock
175	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_5.npz	0	72hpi	rep2	WT Mock
176	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_6.npz	1	72hpi	rep2	WT Mock
177	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_7.npz	2	72hpi	rep2	WT Mock
178	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_8.npz	2	72hpi	rep2	WT Mock
179	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_9.npz	0	72hpi	rep2	WT Mock
180	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_10.npz	2	72hpi	rep2	WT Mock
181	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_11.npz	0	72hpi	rep2	WT Mock
182	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_12.npz	0	72hpi	rep2	WT Mock
183	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_13.npz	3	72hpi	rep2	WT Mock
184	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_14.npz	2	72hpi	rep2	WT Mock
185	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_15.npz	2	72hpi	rep2	WT Mock
186	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_16.npz	0	72hpi	rep2	WT Mock
187	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_17.npz	0	72hpi	rep2	WT Mock
188	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_18.npz	0	72hpi	rep2	WT Mock
189	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_19.npz	1	72hpi	rep2	WT Mock
190	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_20.npz	1	72hpi	rep2	WT Mock
191	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_21.npz	1	72hpi	rep2	WT Mock
192	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_22.npz	2	72hpi	rep2	WT Mock
193	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_23.npz	0	72hpi	rep2	WT Mock
194	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_24.npz	1	72hpi	rep2	WT Mock
195	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_25.npz	0	72hpi	rep2	WT Mock
196	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_26.npz	0	72hpi	rep2	WT Mock
197	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_27.npz	0	72hpi	rep2	WT Mock
198	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_28.npz	2	72hpi	rep2	WT Mock
199	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_29.npz	0	72hpi	rep2	WT Mock
200	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_30.npz	2	72hpi	rep2	WT Mock
201	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_31.npz	0	72hpi	rep2	WT Mock
202	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_32.npz	2	72hpi	rep2	WT Mock
203	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_33.npz	0	72hpi	rep2	WT Mock
204	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_34.npz	0	72hpi	rep2	WT Mock
205	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_35.npz	0	72hpi	rep2	WT Mock
206	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_36.npz	0	72hpi	rep2	WT Mock
207	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_37.npz	0	72hpi	rep2	WT Mock
208	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_38.npz	0	72hpi	rep2	WT Mock
209	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_39.npz	0	72hpi	rep2	WT Mock
210	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_40.npz	0	72hpi	rep2	WT Mock
211	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_41.npz	0	72hpi	rep2	WT Mock
212	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_42.npz	2	72hpi	rep2	WT Mock
213	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_43.npz	1	72hpi	rep2	WT Mock
214	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_44.npz	1	72hpi	rep2	WT Mock
215	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_45.npz	1	72hpi	rep2	WT Mock
216	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_46.npz	0	72hpi	rep2	WT Mock
217	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_47.npz	0	72hpi	rep2	WT Mock
218	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_48.npz	1	72hpi	rep2	WT Mock
219	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_49.npz	1	72hpi	rep2	WT Mock
220	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_50.npz	2	72hpi	rep2	WT Mock
221	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_51.npz	1	72hpi	rep2	WT Mock
222	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_001_results_results_cell_52.npz	1	72hpi	rep2	WT Mock
223	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_0.npz	3785	72hpi	rep2	MKRN1KO HIV
224	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_1.npz	831	72hpi	rep2	MKRN1KO HIV
225	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_2.npz	640	72hpi	rep2	MKRN1KO HIV
226	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_3.npz	4	72hpi	rep2	MKRN1KO HIV
227	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_4.npz	172	72hpi	rep2	MKRN1KO HIV
228	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_5.npz	2658	72hpi	rep2	MKRN1KO HIV
229	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_6.npz	444	72hpi	rep2	MKRN1KO HIV
230	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_7.npz	493	72hpi	rep2	MKRN1KO HIV
231	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_8.npz	738	72hpi	rep2	MKRN1KO HIV
232	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_9.npz	1981	72hpi	rep2	MKRN1KO HIV
233	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_10.npz	1139	72hpi	rep2	MKRN1KO HIV
234	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_11.npz	4020	72hpi	rep2	MKRN1KO HIV
235	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_12.npz	71	72hpi	rep2	MKRN1KO HIV
236	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_13.npz	416	72hpi	rep2	MKRN1KO HIV
237	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_14.npz	64	72hpi	rep2	MKRN1KO HIV
238	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_15.npz	463	72hpi	rep2	MKRN1KO HIV
239	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_16.npz	99	72hpi	rep2	MKRN1KO HIV
240	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_17.npz	105	72hpi	rep2	MKRN1KO HIV
241	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_18.npz	33	72hpi	rep2	MKRN1KO HIV
242	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_19.npz	104	72hpi	rep2	MKRN1KO HIV
243	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_20.npz	44	72hpi	rep2	MKRN1KO HIV
244	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_21.npz	120	72hpi	rep2	MKRN1KO HIV
245	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_22.npz	176	72hpi	rep2	MKRN1KO HIV
246	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_23.npz	175	72hpi	rep2	MKRN1KO HIV
247	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_24.npz	44	72hpi	rep2	MKRN1KO HIV
248	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_25.npz	170	72hpi	rep2	MKRN1KO HIV
249	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_26.npz	40	72hpi	rep2	MKRN1KO HIV
250	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_27.npz	1	72hpi	rep2	MKRN1KO HIV
251	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_28.npz	0	72hpi	rep2	MKRN1KO HIV
252	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_29.npz	230	72hpi	rep2	MKRN1KO HIV
253	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_30.npz	107	72hpi	rep2	MKRN1KO HIV
254	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_31.npz	116	72hpi	rep2	MKRN1KO HIV
255	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_32.npz	230	72hpi	rep2	MKRN1KO HIV
256	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_33.npz	143	72hpi	rep2	MKRN1KO HIV
257	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_34.npz	103	72hpi	rep2	MKRN1KO HIV
258	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_35.npz	266	72hpi	rep2	MKRN1KO HIV
259	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_36.npz	350	72hpi	rep2	MKRN1KO HIV
260	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_37.npz	468	72hpi	rep2	MKRN1KO HIV
261	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_38.npz	35	72hpi	rep2	MKRN1KO HIV
262	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_39.npz	338	72hpi	rep2	MKRN1KO HIV
263	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_40.npz	42	72hpi	rep2	MKRN1KO HIV
264	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_41.npz	66	72hpi	rep2	MKRN1KO HIV
265	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_42.npz	36	72hpi	rep2	MKRN1KO HIV
266	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_43.npz	46	72hpi	rep2	MKRN1KO HIV
267	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_44.npz	35	72hpi	rep2	MKRN1KO HIV
268	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_45.npz	181	72hpi	rep2	MKRN1KO HIV
269	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_46.npz	181	72hpi	rep2	MKRN1KO HIV
270	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_47.npz	186	72hpi	rep2	MKRN1KO HIV
271	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_48.npz	92	72hpi	rep2	MKRN1KO HIV
272	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_49.npz	80	72hpi	rep2	MKRN1KO HIV
273	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_50.npz	112	72hpi	rep2	MKRN1KO HIV
274	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_51.npz	69	72hpi	rep2	MKRN1KO HIV
275	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_52.npz	370	72hpi	rep2	MKRN1KO HIV
276	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_53.npz	1088	72hpi	rep2	MKRN1KO HIV
277	20221218_221218_smFISH_MKRN1KO_HIV_rep2_72hpi_006_results_results_cell_54.npz	0	72hpi	rep2	MKRN1KO HIV
278	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_0.npz	0	72hpi	rep2	WT Mock
279	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_1.npz	1	72hpi	rep2	WT Mock
280	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_2.npz	3	72hpi	rep2	WT Mock
281	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_3.npz	2	72hpi	rep2	WT Mock
282	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_4.npz	0	72hpi	rep2	WT Mock
283	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_5.npz	0	72hpi	rep2	WT Mock
284	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_6.npz	0	72hpi	rep2	WT Mock
285	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_7.npz	0	72hpi	rep2	WT Mock
286	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_8.npz	0	72hpi	rep2	WT Mock
287	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_9.npz	1	72hpi	rep2	WT Mock
288	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_10.npz	1	72hpi	rep2	WT Mock
289	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_11.npz	4	72hpi	rep2	WT Mock
290	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_12.npz	0	72hpi	rep2	WT Mock
291	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_13.npz	0	72hpi	rep2	WT Mock
292	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_14.npz	0	72hpi	rep2	WT Mock
293	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_15.npz	1	72hpi	rep2	WT Mock
294	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_16.npz	0	72hpi	rep2	WT Mock
295	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_17.npz	1	72hpi	rep2	WT Mock
296	20221218_221218_smFISH_WT_no_virus_rep2_72hpi_003_results_results_cell_18.npz	1	72hpi	rep2	WT Mock
